date,ticker,followers_count_sum,p_neg_mean,polarity_mean,tweet_count,p_pos_mean,favorites_sum,retweets_sum
2015-01-24,eem,645721.0,0.1533380092298167,0.011695075757575,24,0.8466619907701252,25.0,42.0
2015-01-24,hyg,24090.0,0.26113828423337143,0.0257034632035,14,0.7388617157665001,4.0,1.0
2015-01-25,eem,106396.0,0.15376170458747002,0.013061868686849998,20,0.84623829541255,11.0,6.0
2015-01-25,hyg,7562.0,0.07787518436661249,0.0,8,0.9221248156333749,2.0,0.0
2015-01-26,eem,150542.0,0.2654668565078295,0.039453627180923635,55,0.7345331434921999,26.0,6.0
2015-01-26,hyg,72699.0,0.19578455297166855,0.06699567099568,35,0.8042154470283427,10.0,9.0
2015-01-27,eem,189455.0,0.3153690212954787,0.05639730639730303,33,0.6846309787045152,8.0,3.0
2015-01-27,hyg,113971.0,0.29213894364401216,0.05908988256549512,41,0.7078610563559757,6.0,3.0
2015-01-28,eem,53478.0,0.21292114892257946,0.029638567138578376,37,0.7870788510774325,3.0,2.0
2015-01-28,hyg,186184.0,0.16678582535883285,0.08479461741961795,39,0.8332141746412103,6.0,5.0
2015-01-29,eem,186311.0,0.18255164596883713,0.036870748299314283,35,0.8174483540311139,7.0,3.0
2015-01-29,hyg,256512.0,0.2677593785175267,0.013043209876551111,45,0.7322406214825112,9.0,6.0
2015-01-30,eem,133431.0,0.26402151657764283,0.016964285714285716,28,0.7359784834223574,9.0,7.0
2015-01-30,hyg,853661.0,0.26199395028920536,-0.008914141414132142,28,0.7380060497107858,25.0,9.0
2015-01-31,eem,90321.0,0.24333323713511007,0.025,20,0.7566667628649,6.0,5.0
2015-01-31,hyg,10444.0,0.09977713453932999,0.0,10,0.9002228654607001,0.0,1.0
2015-02-01,eem,33487.0,0.24941625581975002,-0.037626262626263646,22,0.7505837441802728,3.0,1.0
2015-02-01,hyg,12190.0,0.22740404550433332,0.0284090909091,3,0.7725959544956668,0.0,1.0
2015-02-02,eem,149669.0,0.3217599467749279,0.052613977613972976,37,0.678240053225108,14.0,5.0
2015-02-02,hyg,158538.0,0.28640501396118845,0.04457875457875385,26,0.7135949860388077,12.0,9.0
2015-02-03,eem,108097.0,0.29631684147206777,0.07964143990928571,28,0.7036831585279287,4.0,0.0
2015-02-03,hyg,145273.0,0.32640608325815934,0.08679766414141252,32,0.6735939167418438,5.0,9.0
2015-02-04,eem,854018.0,0.2193855830964485,0.02839506172838889,54,0.780614416903537,21.0,13.0
2015-02-04,hyg,126261.0,0.19348651331381794,0.03397065897064872,39,0.8065134866861539,7.0,11.0
2015-02-05,eem,32536.0,0.24904801097065832,0.05625,24,0.7509519890293334,3.0,3.0
2015-02-05,hyg,99848.0,0.23598629227165463,0.027533068783090905,33,0.7640137077283639,14.0,11.0
2015-02-06,eem,148304.0,0.2766342054690842,0.05531221303949091,55,0.7233657945309089,14.0,6.0
2015-02-06,hyg,648318.0,0.31722611773144854,0.04117136275029737,38,0.6827738822685525,18.0,17.0
2015-02-07,eem,62047.0,0.28679593361091993,0.03924963924964286,28,0.7132040663890714,5.0,3.0
2015-02-07,hyg,92956.0,0.316146284597315,0.05516666666669999,20,0.6838537154027,4.0,4.0
2015-02-08,eem,59134.0,0.19806269358721054,0.017331349206342855,35,0.8019373064128,4.0,2.0
2015-02-08,hyg,74547.0,0.303939908501725,0.0282916666667,20,0.6960600914982499,3.0,2.0
2015-02-09,eem,63139.0,0.37240987858682056,0.04385066885067567,37,0.6275901214131624,11.0,7.0
2015-02-09,hyg,117959.0,0.3280369132814727,0.058240768070349995,44,0.6719630867185453,6.0,5.0
2015-02-10,eem,140986.0,0.4648437654208499,0.001173941798931191,42,0.5351562345791285,7.0,11.0
2015-02-10,hyg,150469.0,0.3702027606561692,0.060658589096076916,52,0.629797239343827,22.0,7.0
2015-02-11,eem,210667.0,0.2358815863952191,0.011633623468768083,47,0.7641184136047874,22.0,11.0
2015-02-11,hyg,97935.0,0.13697512398773776,0.04068672839506945,36,0.8630248760123331,7.0,4.0
2015-02-12,eem,137468.0,0.28330914953457376,0.026634445100378636,44,0.716690850465432,8.0,19.0
2015-02-12,hyg,89159.0,0.29475297428891056,0.030667144326866663,36,0.7052470257110558,8.0,5.0
2015-02-13,eem,102517.0,0.3158156160439501,0.057438221500749995,40,0.6841843839560251,13.0,7.0
2015-02-13,hyg,129369.0,0.20451855180701553,0.06846843434343558,45,0.7954814481929778,7.0,9.0
2015-02-14,eem,117228.0,0.3024978721487981,0.026078088578115385,52,0.6975021278511926,8.0,7.0
2015-02-14,hyg,215430.0,0.2554793827876625,0.03650793650792857,56,0.7445206172123389,14.0,13.0
2015-02-15,eem,136740.0,0.3028159345628436,0.014141963109369566,46,0.6971840654371522,10.0,0.0
2015-02-15,hyg,79539.0,0.26715176878109426,0.06557823129251429,35,0.7328482312189143,5.0,2.0
2015-02-16,eem,37012.0,0.34772835762466664,0.05129870129870951,21,0.6522716423753333,7.0,2.0
2015-02-16,hyg,20182.0,0.39379821635359374,0.01,16,0.606201783646375,0.0,1.0
2015-02-17,eem,152852.0,0.3562596926518922,0.05965180652680769,26,0.6437403073481154,8.0,10.0
2015-02-17,hyg,18880.0,0.20922211523821538,0.1469230769230769,13,0.7907778847617692,2.0,1.0
2015-02-18,eem,79200.0,0.24744933890656673,0.05364758698094444,18,0.7525506610934445,7.0,10.0
2015-02-18,hyg,97473.0,0.20195180957850872,0.13351449275365218,23,0.7980481904215653,9.0,15.0
2015-02-19,eem,90432.0,0.22803623284966126,0.009237536656903226,31,0.7719637671502904,9.0,6.0
2015-02-19,hyg,53984.0,0.249746847974729,0.06639784946238708,31,0.750253152025258,3.0,4.0
2015-02-20,eem,57585.0,0.29719725203078967,0.02012147335424138,29,0.7028027479691725,3.0,1.0
2015-02-20,hyg,60177.0,0.21121911565379964,0.09149475524476923,26,0.7887808843461923,9.0,4.0
2015-02-21,eem,16973.0,0.27155891271010624,0.0390625,16,0.7284410872898749,3.0,1.0
2015-02-21,hyg,58109.0,0.27859888058194604,0.07674074074073998,15,0.7214011194180667,12.0,4.0
2015-02-22,eem,5610.0,0.39706508406374996,-0.0077546296296250004,4,0.60293491593625,2.0,2.0
2015-02-22,hyg,47402.0,0.2503200616456375,0.046022727272749996,16,0.7496799383544375,4.0,3.0
2015-02-23,eem,43341.0,0.412116495758992,0.018420259740275998,25,0.587883504241004,6.0,2.0
2015-02-23,hyg,93344.0,0.3763811230441559,0.0559324977348279,43,0.6236188769558468,8.0,5.0
2015-02-24,eem,308009.0,0.36650331746243403,0.05946056307757872,47,0.6334966825375743,26.0,19.0
2015-02-24,hyg,129406.0,0.4025585078953835,0.016709753787882496,40,0.5974414921046025,13.0,13.0
2015-02-25,eem,83436.0,0.27832912320515996,0.031318181818179996,25,0.7216708767948002,9.0,10.0
2015-02-25,hyg,179709.0,0.29211433227194716,0.04226851851852778,36,0.7078856677281112,14.0,4.0
2015-02-26,eem,124382.0,0.2303311821117361,0.034848484848477274,44,0.7696688178882273,3.0,6.0
2015-02-26,hyg,294128.0,0.27282157943824875,0.08653846153846731,52,0.7271784205617499,19.0,8.0
2015-02-27,eem,142049.0,0.3330055002818308,0.04269841269840769,52,0.6669944997181537,13.0,6.0
2015-02-27,hyg,158390.0,0.30530421649477835,0.08107352941175884,51,0.6946957835052351,10.0,10.0
2015-02-28,eem,48705.0,0.3366955801206642,0.012499999999999999,14,0.6633044198793571,1.0,0.0
2015-02-28,hyg,112577.0,0.3503888174912508,0.063923611111125,24,0.64961118250875,2.0,9.0
2015-03-01,eem,101430.0,0.2723798702426795,0.050249999999999996,40,0.7276201297573001,17.0,2.0
2015-03-01,hyg,104986.0,0.3761873813900201,0.10445833333335,20,0.6238126186099501,8.0,1.0
2015-03-02,eem,203745.0,0.36850982825779494,0.09932844932844102,39,0.6314901717422309,14.0,8.0
2015-03-02,hyg,185663.0,0.3637970211527349,0.04536637135476559,43,0.636202978847279,17.0,5.0
2015-03-03,eem,744834.0,0.3671107039511058,0.03009259259259259,27,0.6328892960488889,8.0,4.0
2015-03-03,hyg,79033.0,0.3518169033331083,0.01895833333333333,24,0.6481830966669165,1.0,4.0
2015-03-04,eem,222619.0,0.29098995553826296,0.036948853615544446,27,0.7090100444617223,17.0,5.0
2015-03-04,hyg,134305.0,0.14885365247003954,0.010945378151264708,34,0.8511463475300002,7.0,5.0
2015-03-05,eem,79330.0,0.258480359919115,0.0375836489899125,32,0.7415196400808282,10.0,4.0
2015-03-05,hyg,701927.0,0.17296346049021039,0.05373917748920833,24,0.8270365395097503,11.0,14.0
2015-03-06,eem,116255.0,0.3110542346995509,0.029330808080800005,55,0.6889457653004472,7.0,12.0
2015-03-06,hyg,140188.0,0.2425864073338428,0.025072222222217996,50,0.7574135926662199,14.0,9.0
2015-03-07,eem,25107.0,0.23485176621687498,0.0,24,0.7651482337831249,1.0,0.0
2015-03-07,hyg,59015.0,0.25034457934836996,-0.01,30,0.7496554206516334,8.0,0.0
2015-03-08,eem,84766.0,0.27568264792105834,0.0027777777777777788,18,0.7243173520789443,11.0,7.0
2015-03-08,hyg,60995.0,0.10382179063854287,0.24285714285714285,7,0.8961782093614286,4.0,1.0
2015-03-09,eem,160136.0,0.31400907340347145,0.022227272727276,50,0.6859909265965319,9.0,2.0
2015-03-09,hyg,232000.0,0.27294808419564826,0.014935613444368423,57,0.7270519158043683,17.0,12.0
2015-03-10,eem,490957.0,0.4125287178507265,0.012712331649821666,60,0.5874712821492802,31.0,23.0
2015-03-10,hyg,265631.0,0.33514968547515706,0.08089324618736862,51,0.6648503145248567,14.0,9.0
2015-03-11,eem,145187.0,0.23511424971231118,0.009790305010882355,34,0.7648857502876958,10.0,13.0
2015-03-11,hyg,145781.0,0.1629721652123946,0.08888411138412973,37,0.8370278347876217,25.0,13.0
2015-03-12,eem,107203.0,0.26553281180884725,0.013599537037038888,36,0.7344671881911389,10.0,7.0
2015-03-12,hyg,72441.0,0.24081758470330622,0.027178030303062508,32,0.7591824152966875,10.0,10.0
2015-03-13,eem,180296.0,0.2838031429831914,0.026086664517523412,47,0.7161968570168085,18.0,16.0
2015-03-13,hyg,110348.0,0.33234448370266284,0.0830671051601279,43,0.6676555162973511,6.0,3.0
2015-03-14,eem,35794.0,0.24822547582884286,-0.0027657527657142878,21,0.7517745241711429,3.0,0.0
2015-03-14,hyg,43777.0,0.32938071075218917,0.011388888888916667,12,0.6706192892478332,6.0,7.0
2015-03-15,eem,116962.0,0.2797713886297124,0.04386363636366667,30,0.7202286113703003,28.0,10.0
2015-03-15,hyg,16348.0,0.29080918715741,0.08499999999999999,10,0.7091908128426001,5.0,3.0
2015-03-16,eem,339797.0,0.3324282727006868,0.04576958105645903,61,0.6675717272993112,11.0,2.0
2015-03-16,hyg,438870.0,0.300380461642241,-0.0066136297874637515,64,0.6996195383577658,23.0,14.0
2015-03-17,eem,186706.0,0.40884748333859766,0.06405902276735556,45,0.5911525166614013,8.0,7.0
2015-03-17,hyg,160159.0,0.32202473611431687,0.015808080808088893,45,0.6779752638856887,14.0,16.0
2015-03-18,eem,218415.0,0.2058383311817182,-0.003856749311272734,33,0.7941616688183334,17.0,15.0
2015-03-18,hyg,116432.0,0.20278764190331666,0.03941550925925833,36,0.7972123580966668,12.0,10.0
2015-03-19,eem,1662914.0,0.25342849717818655,0.04805021367519231,52,0.7465715028218404,12.0,16.0
2015-03-19,hyg,90813.0,0.25347176752307204,0.019622518286306897,29,0.7465282324768964,5.0,10.0
2015-03-20,eem,812376.0,0.3163952252366334,0.038726851851861116,36,0.6836047747633888,13.0,11.0
2015-03-20,hyg,47344.0,0.24339979466797382,0.08615384615384616,13,0.7566002053319998,5.0,5.0
2015-03-21,eem,25834.0,0.37120885257899994,-0.0020833333333125023,16,0.628791147421,1.0,4.0
2015-03-21,hyg,21813.0,0.29950521051665,0.0,18,0.7004947894833333,2.0,0.0
2015-03-22,eem,39027.0,0.3052252408157588,0.07817884729654118,17,0.6947747591842354,6.0,3.0
2015-03-22,hyg,26610.0,0.31928018338346,-0.0333333333334,5,0.6807198166166,3.0,2.0
2015-03-23,eem,184103.0,0.40619149812605154,0.005497951868909679,31,0.593808501873926,8.0,10.0
2015-03-23,hyg,56835.0,0.27145227820822854,0.11454081632657143,7,0.7285477217917142,10.0,13.0
2015-03-24,eem,130824.0,0.41161816854641886,0.05936781609196552,29,0.5883818314535864,6.0,4.0
2015-03-24,hyg,37207.0,0.40003632274282214,0.15717592592594443,18,0.5999636772571669,3.0,0.0
2015-03-25,eem,62541.0,0.28295745937149547,0.04729683195592727,22,0.7170425406285456,8.0,3.0
2015-03-25,hyg,87164.0,0.2677687502709141,0.0823228497092409,22,0.7322312497290909,5.0,3.0
2015-03-26,eem,115529.0,0.34374237273127245,-0.02044444444448,25,0.6562576272687319,7.0,5.0
2015-03-26,hyg,75711.0,0.21392245914789465,0.12323232323234666,15,0.7860775408520667,4.0,6.0
2015-03-27,eem,99621.0,0.342896534834153,0.06470588235294118,17,0.6571034651658236,7.0,6.0
2015-03-27,hyg,78643.0,0.25349252077649836,0.040885536032611754,17,0.7465074792234706,5.0,7.0
2015-03-28,eem,8241.0,0.404547307726,0.09523809523800002,3,0.5954526922739999,1.0,1.0
2015-03-28,hyg,34208.0,0.24579191223788005,0.1766666666666,5,0.7542080877622,4.0,2.0
2015-03-29,eem,25845.0,0.20259918066627858,0.013392857142857142,14,0.7974008193337142,1.0,6.0
2015-03-29,hyg,34629.0,0.21333019333975,0.04391835016838888,18,0.7866698066602223,2.0,1.0
2015-03-30,eem,25200.0,0.3654330314898933,-0.03740234375,15,0.6345669685100535,7.0,2.0
2015-03-30,hyg,115481.0,0.3103517385076192,0.04674055829231034,29,0.6896482614924137,9.0,7.0
2015-03-31,eem,628659.0,0.41712919502737145,0.0228526518832449,49,0.5828708049726327,34.0,65.0
2015-03-31,hyg,151991.0,0.39680498974336065,0.022291678691695557,45,0.6031950102565999,10.0,16.0
2015-04-01,eem,198994.0,0.21773314714793215,0.040298887310606255,64,0.7822668528520311,26.0,17.0
2015-04-01,hyg,97839.0,0.20063524617348458,0.09816239316241025,39,0.7993647538265385,13.0,8.0
2015-04-02,eem,1169015.0,0.2979044409647476,0.05623789983164644,84,0.7020955590352512,56.0,46.0
2015-04-02,hyg,144138.0,0.20380229202875622,0.04463333333334,50,0.7961977079712201,13.0,15.0
2015-04-03,eem,93961.0,0.2275197552466442,0.024802677942209302,43,0.7724802447533488,5.0,7.0
2015-04-03,hyg,88500.0,0.3094208448884854,0.04011183261185714,42,0.6905791551115237,5.0,0.0
2015-04-04,eem,167542.0,0.30336270557815515,0.06212987012988572,35,0.6966372944218572,39.0,22.0
2015-04-04,hyg,31775.0,0.19817059257742728,0.0,11,0.8018294074225453,1.0,1.0
2015-04-05,eem,130963.0,0.2048152803091833,0.05833333333333334,24,0.7951847196907919,23.0,10.0
2015-04-05,hyg,39109.0,0.118888220850075,0.006666666666666667,12,0.8811117791499167,1.0,2.0
2015-04-06,eem,247823.0,0.37377545361880327,0.07868727598564515,31,0.6262245463811452,24.0,22.0
2015-04-06,hyg,81977.0,0.2648202082501936,0.051531900639014284,14,0.7351797917498429,8.0,10.0
2015-04-07,eem,108373.0,0.41026364528077286,0.19210557960560357,28,0.5897363547192142,14.0,4.0
2015-04-07,hyg,58766.0,0.2664502825105857,0.1606709956710143,14,0.73354971748946,8.0,3.0
2015-04-08,eem,1719366.0,0.3020126894447828,0.13620782952678623,58,0.6979873105552105,56.0,41.0
2015-04-08,hyg,127304.0,0.18410081973179598,0.027060606060592,25,0.8158991802681598,18.0,13.0
2015-04-09,eem,218004.0,0.2595935583789355,0.064670138888875,48,0.7404064416210624,28.0,26.0
2015-04-09,hyg,148097.0,0.2533941346426041,0.014151785714278128,32,0.7466058653573748,9.0,11.0
2015-04-10,eem,825785.0,0.264984474705529,0.06578947368421843,38,0.7350155252944234,12.0,8.0
2015-04-10,hyg,100772.0,0.211922044583376,0.04569090909091599,25,0.7880779554165881,5.0,9.0
2015-04-11,eem,105935.0,0.24875197842802896,0.0662463450292579,38,0.751248021572,12.0,12.0
2015-04-11,hyg,11371.0,0.16934415174571113,0.03888888888888889,9,0.8306558482543334,2.0,0.0
2015-04-12,eem,289155.0,0.2531406639608969,0.02307692307694102,39,0.7468593360391026,34.0,23.0
2015-04-12,hyg,53466.0,0.2224236031795655,0.022115384615384613,26,0.777576396820423,6.0,9.0
2015-04-13,eem,815515.0,0.31339227436095396,0.04348776223775577,52,0.6866077256390271,18.0,13.0
2015-04-13,hyg,120846.0,0.2385178573818783,0.08055555555556666,30,0.7614821426181332,7.0,16.0
2015-04-14,eem,315684.0,0.34484501913949306,0.0019531573040403516,57,0.655154980860491,52.0,34.0
2015-04-14,hyg,162797.0,0.3159936496390512,0.041737138830186045,43,0.6840063503609533,7.0,9.0
2015-04-15,eem,115207.0,0.22246941160392575,0.09365102639296129,31,0.7775305883960321,19.0,19.0
2015-04-15,hyg,69121.0,0.2794082658914784,0.14674641148325263,19,0.720591734108579,1.0,1.0
2015-04-16,eem,277167.0,0.3072033785478796,0.09390125747269185,49,0.6927966214520918,20.0,25.0
2015-04-16,hyg,119582.0,0.20785631551209088,0.08917929292928639,22,0.792143684487909,3.0,13.0
2015-04-17,eem,156158.0,0.274308984741338,-0.016784511784504443,45,0.7256910152586444,16.0,15.0
2015-04-17,hyg,39510.0,0.1993637680922118,0.032892156862744125,34,0.8006362319077646,10.0,3.0
2015-04-18,eem,26912.0,0.24489266629453943,0.027540106951870588,17,0.7551073337054706,3.0,1.0
2015-04-18,hyg,30358.0,0.27055025694415996,0.0675,20,0.72944974305585,6.0,1.0
2015-04-19,eem,51449.0,0.20298452113990437,0.017391304347826087,23,0.7970154788600871,8.0,2.0
2015-04-19,hyg,9510.0,0.44312181360732494,0.084090909091,4,0.55687818639265,4.0,3.0
2015-04-20,eem,179080.0,0.3326177389005619,0.03979591836733333,21,0.6673822610994287,10.0,5.0
2015-04-20,hyg,138459.0,0.2617450188354856,0.03339646464646251,24,0.7382549811645,6.0,10.0
2015-04-21,eem,535140.0,0.3738606572339409,-0.0023239148239135115,37,0.6261393427660541,17.0,12.0
2015-04-21,hyg,98784.0,0.3135340497719243,0.07793290043291069,28,0.6864659502281,14.0,16.0
2015-04-22,eem,212390.0,0.24665376503546493,0.06632212752525499,40,0.7533462349645248,16.0,6.0
2015-04-22,hyg,61044.0,0.09681091071769565,0.060669740887130445,23,0.9031890892824346,2.0,4.0
2015-04-23,eem,143336.0,0.20796185910652107,0.025854700854692308,39,0.7920381408934924,9.0,8.0
2015-04-23,hyg,93742.0,0.1803442758075,0.12214814814818001,10,0.8196557241925999,1.0,5.0
2015-04-24,eem,155285.0,0.2474534993549912,0.09935185185184445,45,0.7525465006449779,13.0,8.0
2015-04-24,hyg,43088.0,0.24485787929770333,0.09370370370370001,9,0.7551421207023332,6.0,10.0
2015-04-25,eem,115333.0,0.3281652149069476,0.11751700680271429,21,0.671834785093038,5.0,11.0
2015-04-25,hyg,18116.0,0.26471457191781,0.06821212121212,10,0.7352854280822,1.0,2.0
2015-04-26,eem,44444.0,0.4283719729595909,0.018181818181818184,11,0.5716280270403818,10.0,10.0
2015-04-26,hyg,55918.0,0.3846245877542454,0.14166666666672725,11,0.6153754122457272,1.0,1.0
2015-04-27,eem,500021.0,0.3580352434730611,0.03500350729516944,36,0.6419647565269223,18.0,15.0
2015-04-27,hyg,73234.0,0.314570790748528,0.03,25,0.6854292092514399,8.0,8.0
2015-04-28,eem,180213.0,0.2656036749166063,0.017608024691366665,54,0.7343963250833889,13.0,17.0
2015-04-28,hyg,125169.0,0.2834049005925503,0.03256843800321956,46,0.7165950994074347,3.0,4.0
2015-04-29,eem,230422.0,0.21467411714667947,0.017492877492871792,39,0.7853258828533848,11.0,7.0
2015-04-29,hyg,13593.0,0.1499463455169,0.07070887445891666,12,0.8500536544830833,1.0,6.0
2015-04-30,eem,762219.0,0.2811842600533429,-0.03539682539682858,35,0.7188157399466372,32.0,26.0
2015-04-30,hyg,58849.0,0.24890409063467694,0.01639714452211538,13,0.7510959093653077,3.0,3.0
2015-05-01,eem,31222.0,0.23538224391515455,0.00595238095240909,22,0.7646177560848183,7.0,1.0
2015-05-01,hyg,172924.0,0.21776660662133915,0.03467391304347826,23,0.7822333933786522,16.0,21.0
2015-05-02,eem,167719.0,0.2808748614313275,0.01025846702317255,51,0.7191251385686664,6.0,20.0
2015-05-02,hyg,53122.0,0.21041076738980438,0.011304347826086957,23,0.7895892326101739,3.0,0.0
2015-05-03,eem,150577.0,0.19007528612507174,-0.0015163934426229513,61,0.8099247138749509,1.0,7.0
2015-05-03,hyg,74669.0,0.30505714248381766,0.07649509803923529,34,0.6949428575161766,8.0,5.0
2015-05-04,eem,177500.0,0.2905552895491319,0.05676621989121538,78,0.7094447104508717,13.0,10.0
2015-05-04,hyg,353908.0,0.29357643297012836,0.03546394799055,94,0.7064235670298571,19.0,27.0
2015-05-05,eem,497780.0,0.3084480015838366,0.03348593461496667,93,0.6915519984161509,8.0,12.0
2015-05-05,hyg,262519.0,0.32951371708428784,0.02555723905724778,90,0.6704862829157189,12.0,10.0
2015-05-06,eem,515879.0,0.2586290513635721,0.028597626752966027,103,0.7413709486364168,29.0,20.0
2015-05-06,hyg,232949.0,0.251900217505682,0.03982035024155109,92,0.7480997824942932,7.0,12.0
2015-05-07,eem,202251.0,0.2753381734512616,0.010422558922566669,90,0.7246618265487444,8.0,9.0
2015-05-07,hyg,237716.0,0.2518048358914258,0.04770283479961828,93,0.7481951641085592,30.0,33.0
2015-05-08,eem,140158.0,0.281572082649,0.01839509222661739,92,0.7184279173510002,7.0,7.0
2015-05-08,hyg,189181.0,0.3027933911273086,0.05905603655603652,66,0.6972066088726955,2.0,5.0
2015-05-09,eem,161006.0,0.2869794862050372,0.0070512820512820505,78,0.7130205137949618,4.0,8.0
2015-05-09,hyg,79091.0,0.2590548738193818,0.06181818181818182,33,0.7409451261805668,2.0,1.0
2015-05-10,eem,179615.0,0.2726457381979698,0.0156878787878875,80,0.7273542618020377,3.0,12.0
2015-05-10,hyg,109387.0,0.24980940171282268,0.043396226415094344,53,0.7501905982871321,1.0,3.0
2015-05-11,eem,1022173.0,0.3065456120329933,0.018317011579212197,123,0.6934543879670043,30.0,21.0
2015-05-11,hyg,190660.0,0.31395312158974686,0.0640101010101,75,0.6860468784102307,10.0,8.0
2015-05-12,eem,267428.0,0.31008300004204986,0.02863453815260723,83,0.6899169999579456,18.0,14.0
2015-05-12,hyg,277306.0,0.3004988149964198,0.04449516229712922,89,0.6995011850035698,13.0,17.0
